,Prod. year,Leather interior,Mileage,Cylinders,Wheel,price_levy_combined,Airbags_bins,Engine volume int,Turbo,Coupe,Goods wagon,Hatchback,Jeep,Microbus,Minivan,Pickup,Sedan,Universal,Diesel,Hybrid,LPG,Petrol,Automatic,Manual,Variator,4x4,Front,Germany,Japan,South Korea,USA
11625,1999,1,0,4.0,0,6115,1,1.6,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0
11626,2014,0,70600,4.0,0,21024,2,2.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
11627,2017,0,32000,4.0,0,26657,2,1.4,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
11628,2008,1,64862,4.0,1,8781,1,1.3,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
11631,2015,1,112000,5.0,0,18183,2,2.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
11633,2015,0,117782,8.0,0,1735,2,4.4,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
11635,2013,1,93000,4.0,0,15214,2,1.4,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
11637,2013,0,110000,6.0,0,34611,2,3.5,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
11638,2010,0,68224,4.0,0,8764,1,2.7,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
11641,2015,0,273651,4.0,0,2338,2,2.5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
11642,2019,0,7224,8.0,0,13068,2,5.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
11644,2007,1,168000,4.0,0,18777,1,2.4,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
11645,2013,0,64023,8.0,0,27598,1,2.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
11646,2015,1,253206,6.0,0,20385,1,1.8,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
11647,2013,0,69997,4.0,0,68538,1,3.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
11648,2006,0,127000,4.0,1,8781,1,1.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
11649,2016,0,44608,4.0,0,21273,1,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
11650,2015,0,0,4.0,0,16615,2,2.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
11651,2014,1,66000,4.0,0,26602,2,1.4,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
11652,2008,1,149000,4.0,0,16308,2,2.5,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
11653,2010,0,236539,4.0,0,1310,0,1.8,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
11654,2014,0,86541,6.0,0,8128,2,3.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
11655,2012,0,239395,4.0,0,1408,2,2.5,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
11656,2005,1,231000,4.0,0,11917,1,2.9,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
11657,2007,1,0,4.0,0,12544,2,2.4,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
11659,2013,0,157584,4.0,0,4560,0,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0
11661,2000,1,207000,6.0,0,8781,1,2.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
11663,2002,0,256000,6.0,0,20071,2,3.0,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
11664,2004,0,240000,8.0,0,17249,2,4.4,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
11667,1999,1,0,4.0,0,4704,1,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
11668,2008,0,167000,4.0,0,12074,2,1.5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
11669,2013,0,214763,8.0,0,33662,2,4.6,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
11670,2016,0,116082,4.0,0,38786,1,1.7,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
11671,2013,1,117000,4.0,0,18189,0,2.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
11673,2006,1,1000,4.0,0,15872,0,2.4,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
11674,2017,0,71000,4.0,0,46464,1,1.6,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
11675,2008,1,156423,4.0,0,12850,1,2.3,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
11676,2014,0,198916,4.0,0,26041,1,2.5,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
11678,2001,0,170000,8.0,0,15681,2,5.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
11679,2007,1,190000,4.0,0,10142,1,1.6,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
11680,2012,0,20400,4.0,0,22061,1,1.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
11683,2013,0,70978,4.0,0,16266,0,1.8,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
11684,2013,0,179067,4.0,0,29229,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
11685,2007,1,131000,4.0,1,10976,1,2.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
11686,2015,0,39712,4.0,0,16915,1,1.6,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
11687,2012,0,129436,4.0,0,5382,1,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
11688,1998,1,326729,4.0,0,9408,1,2.5,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
11689,1999,1,195000,4.0,0,7840,1,1.8,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
11690,2012,0,120000,6.0,0,20385,0,1.6,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
11691,2017,0,67122,4.0,0,30608,1,1.6,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
11692,2010,0,192000,6.0,0,64290,2,3.6,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
11693,2011,1,110000,4.0,0,15367,1,1.8,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
11694,2012,1,182000,4.0,0,20343,2,1.8,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
11695,1997,1,0,6.0,0,5645,1,2.8,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
11696,2012,1,117000,4.0,0,20385,2,2.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
11699,2015,0,46000,4.0,0,29125,2,2.4,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
11701,2018,1,27000,4.0,0,72758,2,2.5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
11703,2015,1,61680,4.0,0,15681,1,2.4,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
11705,2015,0,103498,4.0,0,1727,0,1.6,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
11706,2011,1,119000,4.0,1,12231,1,1.3,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
11707,2014,0,0,4.0,0,6353,2,2.5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
11708,2013,0,119791,4.0,0,17203,1,1.8,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
11709,2010,1,131000,4.0,0,12440,2,2.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
11712,2016,0,91677,4.0,0,6689,2,1.6,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
11713,2014,0,1000,4.0,0,19103,1,1.8,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
11714,2016,0,110112,4.0,0,24332,1,1.6,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
11715,2007,1,200000,4.0,0,15681,1,2.4,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
11716,2012,0,117061,4.0,0,15854,1,1.6,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
11717,2013,1,96000,4.0,0,13172,2,1.4,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
11719,2015,0,68920,4.0,0,53461,1,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
11720,2014,0,83000,4.0,0,11449,1,1.4,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
11721,2012,0,165392,4.0,0,11283,1,1.8,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
11722,2015,1,77000,4.0,0,22580,1,1.6,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
11723,2006,0,241000,6.0,0,17249,2,3.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
11724,2010,0,100403,4.0,0,14756,1,1.6,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
11728,2016,0,76398,4.0,0,40775,1,1.6,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
11729,2017,0,36400,4.0,0,29869,2,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
11731,2017,0,45242,4.0,0,5721,2,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
11732,2014,0,148640,4.0,0,3014,2,1.8,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
11733,2019,0,30555,4.0,0,2031,2,2.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
11734,2005,1,123456,4.0,1,7840,1,1.3,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
11735,2014,1,152000,4.0,0,12299,2,2.4,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
11737,2007,0,76113,4.0,0,7711,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
11738,2016,0,96995,4.0,0,1279,2,2.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
11739,2007,0,64554,4.0,0,8965,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
11742,2010,1,232000,4.0,0,14196,1,2.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
11743,2014,0,120000,4.0,0,18503,2,1.8,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
11745,2016,0,85720,4.0,0,54050,1,2.5,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0
11746,2018,0,64600,4.0,0,4438,2,1.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
11748,2017,0,70000,4.0,0,47535,1,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
11749,2016,1,0,4.0,0,16567,0,1.6,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1
11750,2016,0,33934,4.0,0,62707,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
11751,2016,0,77836,4.0,0,28155,1,1.6,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
11752,2011,0,61142,4.0,0,22815,1,2.5,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
11753,2016,1,71671,4.0,0,16371,2,1.5,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
11756,2018,0,35447,4.0,0,25000,2,2.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
11757,2017,0,110702,4.0,0,1409,2,2.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
11758,2012,0,148800,4.0,0,26030,2,2.5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
11759,2000,1,200000,4.0,0,7791,1,1.8,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0
11761,2016,1,23000,4.0,0,13569,2,1.8,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
11762,2012,0,52352,4.0,0,10723,1,1.6,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
11763,1999,1,150000,4.0,0,7527,1,2.2,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
11764,2010,1,162424,4.0,0,15187,0,1.8,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
11767,2015,0,93000,6.0,0,49883,2,3.5,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
11768,2015,0,40602,4.0,0,24756,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
11769,2016,0,115000,4.0,0,39719,2,2.5,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
11770,2015,0,38600,4.0,0,10644,1,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
11773,2016,0,123206,4.0,0,45681,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
11774,2013,0,135000,4.0,0,29672,1,2.4,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
11775,2014,0,42367,4.0,0,32941,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
11777,2013,0,0,4.0,0,1392,2,1.6,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
11780,2016,0,136469,4.0,0,38702,1,2.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
11781,2018,0,57555,4.0,0,8020,2,2.4,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
11785,2020,0,98,4.0,0,62857,1,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
11786,2004,1,185641,4.0,0,18503,1,2.4,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
11787,2018,1,13000,4.0,0,40280,2,2.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
11788,2012,1,140000,4.0,1,12544,2,1.3,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
11789,2011,1,171200,4.0,0,16512,2,2.4,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
11790,2016,0,80245,4.0,0,54050,1,2.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
11791,2016,1,74509,4.0,0,13745,1,1.6,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
11793,2015,0,377149,4.0,0,10487,1,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
11795,2015,0,38000,4.0,0,10330,1,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
11797,2011,0,213000,6.0,0,28225,2,3.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
11798,2014,0,86227,4.0,0,37676,1,2.5,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
11800,2016,0,23000,4.0,0,39201,1,2.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
11802,2016,1,52019,4.0,0,29900,2,2.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
11804,2013,0,152517,4.0,0,7555,1,1.5,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
11807,2017,0,38037,4.0,0,53969,1,1.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
11812,2012,0,277614,4.0,0,1035,0,2.4,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
11815,2011,0,141000,4.0,0,20968,2,1.6,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
11816,2011,0,40973,4.0,0,15541,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
11817,2000,0,45595,6.0,0,10976,2,2.5,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
11818,2009,1,125000,4.0,0,18076,1,2.4,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
11819,2007,0,300000,4.0,0,11604,3,1.5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
11822,2012,1,76053,4.0,0,19034,2,1.6,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
11823,2015,0,55040,4.0,0,2568,2,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
11824,2012,0,0,6.0,0,18307,2,3.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
11826,2012,0,82000,4.0,0,21027,2,2.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
11827,2010,0,130001,4.0,0,21073,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
11830,2003,1,146000,6.0,0,21500,1,4.7,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
11832,2010,0,140013,4.0,0,27807,1,2.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
11833,1998,1,250000,4.0,0,6586,0,1.8,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
11834,2002,1,255000,4.0,1,7527,1,2.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
11836,2008,0,334414,6.0,0,14294,2,3.3,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
11837,2014,1,73688,4.0,0,16265,0,1.8,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
11839,2014,1,87685,4.0,0,13128,0,1.8,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
11842,2010,0,188000,4.0,0,20493,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
11843,2015,1,147200,4.0,0,13869,2,1.8,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
11844,2013,0,176973,6.0,0,1199,2,3.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
11845,2016,0,227033,4.0,0,17042,1,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
11847,2004,1,179375,4.0,0,15006,0,2.2,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
11848,2014,1,57500,4.0,0,18976,1,1.4,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
11850,2000,1,111111,4.0,1,5018,1,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
11851,2015,0,123097,4.0,0,31016,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
11852,2012,1,109000,4.0,0,16621,2,1.8,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
11853,1996,1,150000,4.0,0,2500,0,1.6,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0
11854,2008,1,300000,4.0,0,27582,1,2.2,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
11855,2011,0,101708,4.0,0,23946,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
11856,2010,0,195953,4.0,0,18865,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
11857,2010,0,115078,4.0,0,14196,1,2.5,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
11858,2013,0,76000,4.0,0,30005,1,2.4,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
11859,2010,0,111849,4.0,0,11935,1,2.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
11861,2013,0,204934,6.0,0,2416,2,3.6,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
11862,2009,0,63648,4.0,0,10373,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
11865,2004,0,233000,5.0,0,17249,2,2.7,1.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
11866,2011,1,123000,4.0,1,12544,1,1.3,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
11867,1997,1,70000,4.0,0,3607,1,1.6,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0
11868,2003,1,200000,4.0,1,6968,1,2.3,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
11869,2019,0,1544,4.0,1,26265,1,1.5,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
11870,2017,0,74499,4.0,0,2456,2,2.4,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
11871,2012,1,154000,4.0,0,24148,2,2.4,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
11872,2013,0,97000,4.0,0,38891,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
11873,2010,0,163372,4.0,0,16984,1,2.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
11874,2006,1,145000,4.0,1,7213,1,1.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
11875,2011,0,99971,4.0,0,45028,1,2.3,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
11876,2012,0,88836,4.0,0,25777,1,1.5,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
11878,2008,0,140000,4.0,0,18189,1,1.9,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
11879,2007,1,165000,4.0,0,17249,1,2.4,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
11880,2003,1,209000,4.0,1,7840,1,1.5,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
11882,2014,1,88447,4.0,0,16616,2,1.8,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
11884,2009,0,15000,4.0,0,13350,2,1.5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
11885,2013,0,92000,6.0,0,19757,2,2.5,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
11888,2016,1,9000,4.0,0,12881,2,1.4,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
11889,2014,0,140555,4.0,0,28438,1,2.4,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
11890,2014,0,133000,4.0,0,46728,2,2.5,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
11891,2016,0,267311,4.0,0,16572,1,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
11892,2019,0,24805,4.0,0,1902,2,2.4,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
