,seniorcitizen,tenure,multiplelines,internetservice,contract,paperlessbilling,monthlycharges,churn,service_count,family,paymentmethod_Bank transfer (automatic),paymentmethod_Credit card (automatic),paymentmethod_Electronic check
3614,0,69,0,1,3,0,60.25,0,5,1,1,0,0
3615,1,26,1,2,1,0,105.75,1,4,1,0,0,1
3617,1,18,0,1,1,1,48.35,1,3,1,0,0,1
3618,0,47,1,1,1,0,54.25,0,1,1,0,0,1
3619,0,72,0,1,3,0,85.3,0,6,1,1,0,0
3620,1,33,0,1,1,1,50.0,0,4,1,0,0,1
3621,0,2,0,1,1,1,24.4,1,0,1,0,0,0
3622,0,72,1,1,3,0,90.95,0,6,1,0,1,0
3623,1,37,0,2,1,1,72.25,0,0,1,1,0,0
3624,1,62,1,2,1,1,96.1,0,3,1,0,1,0
3625,0,71,0,0,3,0,19.85,0,0,1,0,1,0
3626,0,23,0,1,1,1,55.3,0,2,1,1,0,0
3627,0,16,0,0,2,0,20.1,0,0,0,0,0,0
3628,0,9,0,1,1,1,69.5,0,4,0,0,0,0
3629,0,17,1,0,3,1,25.15,0,0,1,0,0,0
3630,0,4,0,0,1,0,20.95,1,0,0,1,0,0
3631,1,1,0,1,1,1,49.55,1,1,1,0,0,1
3632,0,24,1,2,1,1,79.65,0,1,1,0,0,0
3633,1,1,0,2,1,1,71.25,0,0,0,0,0,1
3636,0,11,0,0,1,0,19.7,0,0,1,0,1,0
3637,0,9,0,0,1,0,20.25,1,0,0,0,0,0
3639,1,60,1,2,2,1,100.5,0,3,1,0,1,0
3640,1,29,1,2,1,1,95.9,1,3,1,0,0,1
3641,0,49,0,1,3,1,74.45,0,4,0,1,0,0
3642,1,30,1,2,1,1,104.1,0,4,0,0,0,1
3643,0,53,0,0,2,0,19.05,0,0,1,0,1,0
3644,0,39,1,0,3,0,25.0,0,0,1,0,0,0
3645,0,9,0,0,1,0,19.05,0,0,0,0,0,0
3646,0,39,0,2,2,0,81.9,0,2,0,0,0,1
3647,1,8,0,2,1,1,69.7,0,0,0,0,0,1
3648,0,51,1,2,2,1,90.15,0,2,1,0,0,1
3649,0,71,1,0,3,0,25.35,0,0,1,0,1,0
3652,1,1,0,1,1,0,25.25,1,0,0,0,0,1
3653,0,38,0,1,3,1,60.0,0,5,1,1,0,0
3654,0,28,0,2,1,0,89.9,0,3,1,0,1,0
3655,0,32,0,0,1,0,19.4,0,0,1,1,0,0
3656,1,49,0,1,3,0,49.8,0,1,1,0,0,0
3657,0,37,1,0,3,1,24.1,0,0,1,1,0,0
3658,0,10,0,1,1,0,54.25,0,2,0,0,0,1
3659,0,67,1,2,2,0,109.9,0,5,1,0,1,0
3660,0,7,0,1,2,1,35.5,0,2,0,0,1,0
3661,0,51,0,2,2,0,87.55,0,2,0,0,1,0
3662,0,9,0,1,1,0,45.15,1,0,0,0,0,1
3663,0,9,0,2,1,1,88.4,0,2,0,0,0,0
3664,0,4,0,1,1,1,50.8,0,1,0,0,0,0
3665,0,71,1,2,3,1,99.0,0,4,1,0,0,1
3666,0,50,1,2,1,1,84.4,1,1,1,1,0,0
3668,0,22,0,1,2,1,59.75,0,2,1,1,0,0
3669,0,44,1,2,1,1,111.5,0,5,0,0,0,1
3670,0,33,1,0,1,0,24.25,0,0,1,1,0,0
3671,0,1,1,2,1,1,75.1,1,0,0,0,0,1
3672,0,54,1,1,2,1,70.15,1,2,1,0,1,0
3673,0,42,1,2,1,1,101.75,1,3,0,0,0,1
3674,0,1,0,1,1,0,45.8,1,0,0,0,0,1
3675,0,1,0,0,1,0,20.5,0,0,0,0,0,0
3676,0,30,0,1,2,0,70.4,0,4,0,0,0,1
3677,0,1,0,1,1,0,30.55,0,1,0,0,0,0
3678,0,16,1,1,1,0,84.9,0,5,1,0,0,1
3679,0,1,0,0,1,1,20.1,1,0,0,0,0,0
3680,0,9,0,1,1,0,40.65,1,2,1,0,0,0
3681,1,46,1,2,1,1,101.0,1,3,1,0,0,1
3682,0,1,0,2,1,1,69.1,1,0,0,0,0,1
3683,0,71,0,1,3,0,54.5,0,2,1,1,0,0
3684,0,43,1,2,1,1,75.35,0,0,0,0,1,0
3685,0,50,0,1,2,1,44.45,0,3,1,1,0,0
3686,0,13,1,2,1,1,75.0,1,0,0,0,0,0
3688,0,41,1,2,1,0,98.05,0,3,0,1,0,0
3689,1,1,0,2,1,1,71.15,1,0,0,0,0,1
3690,0,24,0,1,1,1,54.15,1,4,0,0,1,0
3691,0,40,1,1,2,0,63.9,0,2,1,1,0,0
3692,0,3,1,1,1,1,69.15,0,3,1,1,0,0
3693,0,37,1,1,2,0,64.65,0,2,0,1,0,0
3695,0,32,1,2,1,1,98.85,0,3,1,0,0,1
3696,0,6,0,1,1,1,49.15,1,1,1,0,0,1
3697,0,32,1,2,1,0,89.6,0,2,1,0,0,1
3698,0,59,1,2,1,1,83.25,0,2,0,0,0,1
3699,0,30,0,1,2,0,70.25,0,4,1,1,0,0
3700,0,20,0,0,1,1,19.4,1,0,1,0,0,1
3701,0,27,1,0,3,0,24.5,0,0,1,0,0,1
3702,1,20,1,2,1,1,79.15,1,1,0,0,0,1
3703,0,9,0,0,2,0,20.1,0,0,1,0,0,0
3704,0,68,1,1,2,1,73.0,0,4,1,0,1,0
3705,0,69,1,1,3,0,61.4,0,2,1,0,1,0
3706,0,26,1,2,1,1,84.3,0,2,0,0,0,0
3707,0,69,0,0,3,0,19.9,0,0,1,1,0,0
3708,0,11,0,0,3,0,20.4,0,0,0,0,0,0
3709,0,1,1,1,1,0,50.75,0,0,0,0,0,0
3710,0,10,0,0,2,0,20.45,0,0,1,0,0,0
3711,0,55,1,1,2,1,75.75,0,4,1,1,0,0
3712,0,44,0,1,2,0,65.4,0,3,0,0,0,1
3713,1,46,0,2,1,1,80.4,1,1,1,0,0,1
3714,0,69,0,1,3,1,59.75,0,3,1,1,0,0
3715,1,11,0,2,1,1,78.5,0,1,0,0,0,1
3716,0,11,1,2,1,1,102.0,1,3,1,0,0,1
3717,0,29,0,1,1,0,48.95,0,1,0,1,0,0
3718,0,57,1,2,1,1,99.65,0,3,1,0,0,1
3719,0,28,0,0,2,0,18.25,0,0,0,0,1,0
3720,0,42,0,1,1,0,54.55,0,2,0,0,1,0
3721,0,2,0,0,1,0,20.65,1,0,0,0,0,0
3722,0,23,0,1,2,0,40.65,0,3,1,1,0,0
3723,0,18,0,0,1,0,20.45,0,0,1,0,0,0
3724,0,62,1,0,2,0,24.8,0,0,1,1,0,0
3725,0,1,0,2,1,1,70.8,1,0,0,0,0,0
3726,0,16,1,2,1,1,89.05,1,2,0,0,1,0
3727,0,3,1,2,1,1,96.6,1,2,0,0,0,1
3728,0,67,1,1,2,1,88.8,0,6,0,1,0,0
3729,0,62,0,0,3,1,20.05,0,0,0,0,1,0
3730,0,57,1,2,1,1,104.5,1,4,1,0,1,0
3731,0,2,0,2,1,1,69.8,0,0,0,0,0,1
3732,0,23,1,1,3,1,77.15,0,4,1,1,0,0
3733,0,25,0,1,3,0,35.05,0,2,1,1,0,0
3735,0,2,1,2,1,1,84.05,0,1,1,0,0,1
3736,0,8,0,0,2,1,20.2,0,0,0,1,0,0
3737,0,5,1,1,1,1,50.6,1,0,0,0,0,0
3738,0,35,0,1,1,0,49.2,0,3,0,0,0,1
3739,0,24,1,0,2,0,24.6,0,0,0,0,0,1
3740,0,2,0,2,1,1,71.65,0,0,1,0,0,1
3741,0,72,1,2,3,1,104.9,0,5,1,0,1,0
3742,0,41,1,2,1,1,106.5,0,5,0,0,0,1
3743,0,4,0,1,1,0,49.35,1,1,1,0,0,1
3744,0,26,0,2,2,0,75.5,0,1,0,1,0,0
3745,0,7,0,2,1,1,94.25,1,3,0,0,0,1
3746,0,1,0,2,1,1,68.95,1,0,1,0,0,1
3747,0,4,1,1,1,1,58.5,0,2,1,0,0,0
3748,0,48,0,1,3,0,78.9,0,5,0,0,1,0
3749,1,2,1,2,1,1,93.85,1,2,0,0,0,1
3750,1,12,0,1,2,1,79.2,0,5,1,0,0,1
3751,0,60,1,2,1,1,109.45,0,5,1,1,0,0
3752,0,55,0,1,3,1,59.2,0,3,0,0,0,1
3753,0,1,0,1,1,0,29.15,0,1,0,0,0,0
3754,0,1,0,0,1,0,20.05,0,0,0,0,0,0
3755,0,4,1,2,1,1,76.05,1,0,0,0,0,1
3756,0,1,0,1,1,1,24.45,1,0,0,0,0,0
3757,0,42,0,1,3,0,66.5,0,3,0,0,1,0
3758,0,1,0,1,1,0,49.55,0,1,0,1,0,0
3759,0,7,1,2,1,1,89.35,1,2,0,0,1,0
3760,0,3,0,2,1,1,73.6,0,1,0,0,1,0
3761,0,72,1,1,3,1,82.65,0,5,1,0,1,0
3762,0,15,1,1,1,1,49.0,0,0,0,0,0,1
3763,0,4,0,2,1,1,80.35,1,1,1,0,0,1
3764,0,11,1,0,2,0,25.2,0,0,0,0,0,1
3765,0,5,1,0,1,0,25.45,0,0,0,0,0,0
3766,1,1,0,1,1,1,55.8,1,2,0,0,0,1
3767,0,72,1,2,3,1,110.9,0,5,1,0,1,0
3768,0,55,1,2,1,1,77.75,0,1,1,0,1,0
3769,0,40,1,0,1,1,26.2,0,0,1,0,0,1
3770,0,57,0,0,3,0,19.9,0,0,1,1,0,0
3771,0,1,0,2,1,1,79.05,1,1,0,0,0,1
3772,0,1,0,2,1,1,95.0,1,3,1,0,0,1
3773,0,1,0,1,1,0,25.2,1,0,0,0,0,0
3774,1,52,1,1,2,1,80.85,0,4,1,0,0,1
3775,1,41,1,2,1,1,98.4,1,3,0,0,0,1
3776,0,43,0,1,2,1,56.35,0,1,1,0,0,0
3777,0,47,0,0,3,0,19.3,0,0,1,1,0,0
3778,0,3,1,1,1,0,50.4,0,0,0,1,0,0
3780,0,55,0,1,3,1,55.25,0,2,1,0,1,0
3781,0,29,0,0,2,0,19.1,0,0,0,0,0,0
3782,0,12,1,2,1,1,84.05,0,1,1,0,0,1
3783,0,66,1,2,1,1,105.2,0,4,1,0,0,1
3784,1,35,1,2,1,1,101.4,1,3,0,0,0,1
3785,1,10,1,2,1,1,89.8,1,2,1,0,0,1
3786,0,27,1,2,1,1,75.75,0,0,1,1,0,0
3787,0,58,0,2,1,1,95.3,0,3,0,0,0,1
3789,0,9,0,0,1,0,19.85,0,0,0,0,0,0
3791,0,6,0,2,1,1,69.1,0,0,0,0,0,1
3792,1,26,0,2,1,1,91.25,1,2,0,0,0,1
3793,0,9,0,0,1,0,20.25,0,0,0,0,0,0
3794,0,8,0,1,1,1,54.75,0,2,1,0,0,0
3795,0,12,0,2,1,1,81.45,0,1,0,0,0,1
3796,0,15,1,1,1,1,49.1,1,0,0,0,0,1
3797,0,43,1,1,2,1,80.2,0,4,1,0,0,1
3798,0,42,1,2,1,1,100.3,0,3,0,0,0,1
3800,0,66,1,2,3,1,90.95,0,3,1,0,1,0
3801,1,18,1,2,1,1,85.45,1,2,0,0,0,1
3802,0,1,0,0,1,0,20.0,0,0,0,0,0,0
3803,0,61,1,2,3,1,94.1,1,3,1,0,0,1
3804,0,10,1,2,1,0,79.85,0,1,0,0,0,1
3805,1,1,0,2,1,1,71.65,1,0,0,0,0,1
3806,1,18,0,2,1,1,73.55,0,1,0,0,0,1
3807,0,24,1,2,1,1,104.65,1,4,1,0,0,1
3808,0,3,0,0,1,0,19.3,0,0,1,0,0,0
3809,0,50,0,0,2,0,20.15,0,0,0,0,1,0
3810,0,1,0,1,1,0,44.55,0,0,1,0,0,1
3811,0,2,0,1,1,1,54.45,0,2,0,0,0,0
3812,0,17,0,0,2,1,19.65,0,0,0,1,0,0
3813,0,69,1,2,3,1,105.0,0,4,1,0,0,1
3814,0,72,1,1,3,1,88.7,0,6,1,0,1,0
3815,0,3,1,2,1,1,74.25,1,0,0,0,0,1
3816,1,50,1,1,3,1,75.15,0,4,1,1,0,0
3817,0,53,0,0,3,0,20.25,0,0,0,0,0,0
3818,0,58,1,2,3,1,109.1,0,5,1,0,1,0
3819,0,46,0,1,2,1,30.75,0,1,0,1,0,0
3821,1,1,1,2,1,1,74.2,1,0,0,0,0,1
3822,0,6,1,2,1,1,94.05,0,3,1,0,0,0
3823,0,72,1,1,3,0,78.85,0,5,1,1,0,0
3824,0,4,0,1,1,1,55.3,0,1,0,0,0,0
3825,0,52,0,0,3,0,19.35,0,0,1,0,0,0
3827,0,2,0,0,2,0,20.45,0,0,0,0,0,0
3828,0,65,0,0,3,0,19.35,0,0,1,1,0,0
3829,1,43,1,2,1,1,101.0,1,3,1,0,0,1
3830,0,4,1,2,1,1,100.2,1,3,1,0,0,1
3831,1,25,1,2,2,1,89.05,1,2,1,0,0,1
3832,0,51,1,1,2,1,78.65,0,4,1,0,1,0
3833,0,12,1,1,1,0,74.75,0,3,0,1,0,0
3834,0,57,0,1,2,1,70.1,1,3,1,1,0,0
3835,0,24,0,0,2,0,19.9,0,0,1,0,0,0
3836,0,64,1,1,2,0,58.35,0,2,1,1,0,0
3837,0,4,0,2,2,1,105.65,1,5,0,0,0,1
3838,0,26,1,2,1,1,100.5,0,3,0,1,0,0
3839,0,15,0,0,1,0,20.05,0,0,1,0,0,0
3841,1,36,1,2,1,1,96.5,1,3,1,0,0,1
3842,0,27,1,2,1,0,95.0,0,2,1,0,1,0
3845,0,4,0,2,1,1,73.9,1,1,0,0,0,1
3846,0,8,0,1,1,1,45.45,0,0,1,0,0,1
3847,0,10,0,0,1,1,20.0,0,0,0,0,1,0
3848,0,2,0,1,1,0,49.2,0,1,0,0,0,0
3849,0,58,1,2,3,1,109.45,1,5,1,1,0,0
3850,0,51,0,1,3,1,83.25,0,6,1,0,1,0
3851,0,46,0,0,3,1,19.25,0,0,1,0,0,0
3852,0,1,0,0,1,1,19.65,0,0,0,1,0,0
3853,0,46,1,2,1,0,72.8,0,0,0,1,0,0
3854,0,50,1,2,1,1,109.65,0,5,1,1,0,0
3855,0,53,0,1,1,0,65.0,0,3,1,0,1,0
3856,0,61,1,2,1,1,114.1,0,5,1,0,0,1
3857,0,5,0,0,1,0,20.65,0,0,0,1,0,0
3858,0,47,0,1,2,1,86.95,0,6,0,1,0,0
3859,0,54,1,2,2,1,94.75,0,3,0,1,0,0
3860,0,19,0,1,1,1,25.35,0,0,1,0,1,0
3861,0,26,0,2,3,1,105.45,0,5,1,0,0,1
3862,0,70,1,0,3,0,25.4,0,0,1,0,0,0
3863,0,17,1,2,1,1,102.55,0,4,1,0,0,1
3864,0,30,1,2,1,1,100.2,1,3,0,0,0,1
3865,0,1,1,0,1,0,24.0,0,0,1,0,0,0
3866,0,19,1,0,3,0,25.6,0,0,1,0,0,0
3867,0,26,0,1,3,1,73.5,0,4,1,0,1,0
3868,0,21,0,2,1,1,74.05,1,1,1,1,0,0
3869,0,50,1,2,2,1,98.25,0,3,1,0,0,1
3870,0,68,0,1,2,1,54.4,0,4,1,0,0,1
3871,0,3,1,2,1,1,101.55,1,3,0,1,0,0
3872,0,9,0,2,1,0,103.1,0,4,1,0,0,1
3873,0,51,0,1,3,0,34.2,0,2,1,1,0,0
3874,0,9,0,1,1,1,43.75,0,0,0,0,0,1
3876,0,22,1,2,1,1,100.65,0,3,0,0,0,1
3877,0,21,0,1,2,1,55.95,1,4,1,0,0,1
3878,0,71,1,2,3,1,116.05,0,6,1,1,0,0
3879,0,1,0,1,1,0,45.75,1,0,0,0,0,1
3880,0,26,1,1,2,1,82.0,0,4,1,0,1,0
3881,0,71,1,1,3,0,65.15,0,3,1,1,0,0
3882,0,4,0,1,1,1,44.8,0,0,0,0,1,0
3883,0,12,1,2,1,1,79.8,0,1,0,0,0,1
3884,0,18,1,2,1,1,88.85,0,2,1,0,0,1
3885,0,3,1,2,1,1,74.95,0,0,0,0,0,1
3886,1,72,1,2,2,1,106.85,0,4,1,1,0,0
3887,0,11,0,2,1,0,74.95,1,1,0,0,0,1
3888,0,1,0,2,1,0,80.15,1,1,0,0,1,0
3889,0,13,0,0,2,0,19.3,0,0,0,0,1,0
3890,0,72,1,2,2,1,109.25,1,5,1,0,0,1
3891,0,42,1,1,2,0,56.1,0,1,1,0,1,0
3892,0,17,0,0,1,0,19.7,0,0,0,0,1,0
3893,1,7,0,1,1,1,51.3,0,1,0,0,0,0
3894,0,68,1,2,3,0,118.6,0,6,1,0,0,0
3895,0,56,1,0,3,0,24.15,0,0,1,1,0,0
3896,0,38,0,0,2,0,20.3,0,0,1,0,0,0
3897,0,72,1,2,3,1,115.5,0,6,1,0,0,1
3898,0,48,1,0,2,0,25.05,0,0,0,0,1,0
3899,1,52,1,2,1,1,109.1,0,5,1,0,0,1
3900,0,35,0,0,2,0,19.65,0,0,1,0,0,0
3901,0,67,1,2,3,1,111.3,0,5,1,1,0,0
3902,0,1,0,1,1,0,29.9,0,1,0,0,0,0
3903,0,53,0,2,1,1,80.6,0,2,0,0,0,0
3904,0,34,0,0,1,0,20.8,0,0,1,0,0,0
3905,0,3,0,1,1,0,35.2,1,1,0,0,1,0
3906,0,1,0,2,1,0,78.8,1,1,1,0,0,1
3907,0,19,0,2,1,0,89.95,0,3,0,0,0,0
3908,1,60,1,2,3,1,116.05,0,6,1,1,0,0
3909,0,11,0,0,3,0,19.55,0,0,0,0,1,0
3910,0,47,1,2,1,1,106.4,1,4,0,0,0,1
3911,0,18,0,1,1,0,49.4,1,1,0,0,0,1
3912,0,60,1,2,3,0,115.25,0,6,1,0,1,0
3913,0,72,1,0,3,0,24.8,0,0,1,0,1,0
3914,0,39,0,0,2,0,19.9,0,0,0,0,0,0
3915,0,59,0,2,2,1,81.25,0,2,1,0,1,0
3916,0,2,0,2,1,0,69.95,0,0,1,0,0,0
3917,1,1,0,2,1,0,69.1,1,0,0,0,0,1
3918,0,20,0,2,1,1,90.2,1,2,1,0,0,1
3919,0,6,1,2,1,1,93.55,1,2,0,1,0,0
3920,0,71,1,2,3,1,86.4,0,2,0,0,1,0
3921,0,24,1,1,1,0,66.3,0,3,1,0,0,0
3922,1,67,1,2,1,1,94.65,0,2,1,0,1,0
3923,0,1,0,2,1,1,80.85,1,1,0,0,0,0
3924,0,48,1,2,2,1,82.05,1,1,1,0,0,0
3925,0,37,1,1,2,0,72.1,0,3,1,0,0,0
3926,0,11,0,1,1,0,34.7,0,2,0,0,0,0
3928,0,18,0,2,1,1,95.95,0,3,1,0,1,0
3929,0,50,0,1,2,1,44.8,0,0,1,1,0,0
3930,0,67,1,2,2,1,109.4,0,5,1,0,0,1
3931,0,25,0,1,1,1,71.05,0,4,1,0,0,0
3932,1,2,1,2,1,1,78.55,1,1,0,0,0,1
3933,0,9,0,0,1,0,19.7,0,0,0,0,1,0
3934,0,10,0,1,2,0,40.25,0,3,1,0,0,0
3935,0,70,0,0,3,0,19.85,0,0,1,0,1,0
3936,0,9,0,1,1,1,68.25,0,4,0,1,0,0
3937,0,4,0,0,1,1,20.15,0,0,0,0,1,0
3938,0,2,0,1,1,0,50.95,0,1,0,0,0,0
3939,0,1,0,2,1,0,78.65,1,1,1,0,0,1
3940,0,19,0,1,1,1,25.15,0,0,0,1,0,0
3941,0,7,0,0,1,1,20.25,0,0,1,1,0,0
3942,0,1,0,1,1,1,42.9,1,0,0,0,0,1
3943,1,1,0,1,1,0,44.0,0,0,0,0,0,1
3944,0,9,0,0,2,0,20.25,0,0,1,0,0,0
3945,0,3,0,1,1,0,34.25,1,2,0,0,0,0
3946,0,9,0,1,1,0,58.5,1,5,0,0,0,0
3947,0,5,0,1,1,0,55.8,0,2,0,0,1,0
3948,0,56,0,2,2,0,88.9,0,2,1,1,0,0
3949,0,18,1,1,1,0,57.65,0,1,1,0,0,0
3950,1,49,1,2,1,1,96.2,1,2,0,0,0,1
3951,0,70,1,1,3,0,79.15,0,5,1,0,0,0
3952,0,72,1,2,3,1,108.05,0,5,0,0,1,0
3953,1,6,0,2,1,0,74.4,1,1,0,0,0,1
3954,1,17,1,2,1,1,94.8,0,2,1,0,0,1
3955,0,29,0,1,1,1,45.9,0,2,1,0,0,1
3956,0,6,1,2,1,1,105.3,1,4,1,0,0,1
3957,0,63,1,2,3,0,102.6,0,3,1,0,0,1
3958,0,16,1,2,1,1,73.85,1,0,1,1,0,0
3959,0,59,0,1,2,1,61.35,0,2,0,1,0,0
3960,0,3,0,1,1,0,57.55,0,2,0,0,0,1
3961,0,8,0,1,1,1,29.25,0,1,0,0,0,0
3962,1,7,1,2,1,1,84.55,1,1,1,0,0,1
3963,0,68,0,0,3,0,19.6,0,0,0,0,1,0
3964,0,68,1,2,3,0,111.75,0,5,1,0,1,0
3965,1,52,1,2,2,1,106.5,0,4,1,0,0,1
3966,0,72,1,2,3,1,107.7,0,5,1,0,1,0
3967,0,32,0,0,2,0,19.3,0,0,1,0,0,0
3968,0,72,0,0,3,0,20.05,0,0,1,1,0,0
3969,0,1,0,2,1,1,69.95,0,0,1,0,1,0
3970,0,42,0,1,2,0,63.7,0,3,1,0,1,0
3972,0,45,0,1,1,1,50.9,0,1,0,1,0,0
3973,0,43,0,1,2,1,60.4,0,5,1,0,1,0
3974,0,37,1,1,2,0,79.25,0,4,1,0,0,0
3975,1,20,1,2,1,1,85.8,1,1,0,0,1,0
3976,0,4,0,1,1,1,24.45,1,0,0,0,0,1
3977,0,63,0,2,3,1,110.1,0,6,1,0,1,0
3978,0,3,0,2,1,0,90.7,0,2,0,0,0,0
3979,0,66,1,0,3,1,25.3,0,0,1,0,1,0
3980,0,28,1,2,1,1,105.7,1,4,0,0,0,1
3981,1,8,1,2,1,0,85.2,0,1,0,0,0,1
3982,0,71,1,0,3,0,24.35,0,0,1,0,0,0
3983,0,1,0,1,1,1,24.25,1,0,0,0,0,1
3984,0,72,1,0,3,0,25.1,0,0,1,1,0,0
3985,1,16,0,1,1,1,54.55,0,2,1,1,0,0
3986,0,66,1,2,3,0,96.6,0,4,1,0,0,0
3987,0,11,1,2,1,1,76.5,1,0,0,0,0,1
3988,0,51,1,1,2,1,81.15,0,5,0,0,1,0
3989,0,8,0,1,1,1,38.5,0,2,1,0,0,1
3990,0,14,0,2,1,1,92.9,0,2,0,0,0,1
3991,0,4,1,2,1,1,93.5,1,3,0,0,0,1
3992,0,70,1,1,3,0,84.7,0,5,0,0,0,0
3993,0,70,1,1,3,0,66.0,0,3,1,0,0,1
3995,0,28,0,2,1,1,74.9,1,1,1,1,0,0
3996,0,24,0,0,3,0,20.75,0,0,0,0,0,0
3997,0,69,0,1,3,1,61.45,0,2,1,0,1,0
3998,0,42,0,1,1,0,54.5,0,2,1,0,0,0
3999,1,2,0,2,1,1,69.6,1,0,0,0,0,1
4000,1,39,1,2,1,1,99.75,0,3,0,0,0,1
4001,0,45,1,2,3,1,109.75,0,5,1,1,0,0
4002,0,72,1,1,3,1,80.85,0,5,1,1,0,0
4003,0,38,0,0,3,0,20.3,0,0,0,0,0,0
4004,0,72,1,1,3,1,67.8,0,4,1,1,0,0
4005,0,1,1,0,1,1,24.05,1,0,0,0,0,0
4006,0,72,0,0,3,1,19.8,0,0,1,0,1,0
4007,0,55,1,0,3,0,25.7,0,0,1,1,0,0
4008,0,51,0,1,2,1,56.15,0,4,1,0,0,1
4009,0,63,0,1,3,1,86.7,0,6,0,1,0,0
4010,0,1,0,0,1,0,20.4,0,0,0,0,0,0
4011,0,23,0,0,3,1,19.65,0,0,1,0,0,0
4012,0,1,0,1,1,0,50.55,1,1,0,0,0,1
4013,0,2,1,1,1,1,54.35,0,1,0,0,0,0
4015,0,36,1,1,2,0,54.45,0,1,0,0,0,0
4016,0,1,0,1,1,0,45.35,0,0,0,0,0,0
4017,0,28,1,1,2,0,59.0,0,2,0,0,0,0
4018,0,7,0,1,2,0,69.45,0,4,1,0,0,1
4019,0,14,1,2,1,1,100.55,1,3,0,0,0,1
4021,0,1,0,0,1,1,20.5,1,0,1,0,0,0
4022,0,10,0,0,1,0,18.85,0,0,0,0,0,0
4023,0,42,0,0,2,0,19.8,0,0,0,1,0,0
4024,0,7,0,1,1,0,25.05,0,0,0,1,0,0
4025,0,4,0,2,1,1,74.8,1,1,0,1,0,0
4026,0,72,1,2,3,1,114.3,0,6,1,0,1,0
4027,0,20,0,1,1,1,24.45,1,0,1,0,0,1
4029,0,56,0,1,3,0,45.05,0,4,0,1,0,0
4030,0,5,0,1,1,1,51.0,0,1,1,0,0,0
4031,0,72,1,2,3,1,110.45,0,5,1,1,0,0
4032,1,68,1,2,1,1,84.65,0,2,1,0,0,1
4033,0,67,0,1,2,0,60.05,0,3,1,0,0,0
4034,0,8,0,1,1,0,44.65,0,0,1,1,0,0
4035,0,52,1,2,1,1,93.25,0,3,1,1,0,0
4036,0,18,0,0,1,1,20.25,0,0,1,0,0,0
4037,0,59,1,0,3,0,25.45,0,0,1,0,0,0
4038,0,60,0,0,3,0,20.6,0,0,0,0,0,0
4039,0,7,1,2,1,1,94.1,0,2,0,0,0,1
4040,0,59,0,1,2,0,34.8,0,2,1,0,0,0
4041,0,46,0,1,3,1,60.75,0,5,0,1,0,0
4042,0,5,0,1,1,1,51.35,0,1,0,0,0,1
4044,0,70,1,1,3,1,84.8,0,5,1,1,0,0
4045,0,14,0,2,1,1,71.0,1,0,0,0,1,0
4046,0,44,1,1,1,1,50.15,0,0,0,0,0,0
4047,0,64,1,2,3,1,94.6,0,3,1,0,1,0
4048,0,58,0,1,3,0,59.75,0,5,1,0,0,0
4049,1,46,1,2,2,0,100.25,0,3,1,0,0,1
4050,1,58,1,2,1,1,98.9,0,3,1,0,0,1
4051,0,72,1,2,3,1,97.7,0,3,1,0,1,0
4052,1,30,0,1,1,1,40.3,1,2,0,0,0,1
4053,1,11,1,1,1,0,60.25,0,2,0,1,0,0
4054,1,34,0,1,1,1,56.25,0,4,0,0,0,1
4055,0,54,0,1,3,0,46.2,0,3,0,1,0,0
4056,0,3,0,1,1,1,50.6,1,3,0,0,0,1
4057,0,72,1,0,3,0,24.9,0,0,1,0,0,0
4058,0,40,1,2,1,1,84.85,1,2,1,0,0,1
4059,0,2,0,1,1,0,65.7,1,2,1,0,0,0
4060,0,54,1,1,3,0,63.35,0,2,1,0,1,0
4061,0,14,0,1,1,0,50.1,0,1,0,1,0,0
4062,0,1,0,2,1,0,70.5,1,0,0,0,0,1
4063,0,10,1,2,1,1,94.85,1,3,0,0,0,1
4064,0,1,0,1,1,0,50.15,0,1,0,0,0,1
4065,0,1,0,0,1,0,19.75,1,0,0,0,0,0
4066,0,56,1,1,2,1,64.65,0,3,0,1,0,0
4067,0,68,0,1,3,1,79.6,0,5,1,1,0,0
4068,0,14,0,0,2,1,19.5,0,0,1,0,0,0
4069,0,68,0,2,3,1,99.55,0,4,1,0,0,1
4070,1,55,1,2,1,1,74.0,0,0,1,0,0,1
4071,0,16,0,1,1,1,38.9,0,2,0,0,0,1
4072,1,9,0,2,1,1,79.55,0,1,0,0,0,1
4073,0,14,0,1,1,1,65.45,1,3,1,0,0,1
4074,1,58,1,2,1,1,98.7,1,3,1,0,0,1
4075,0,53,0,1,1,1,46.3,0,3,0,1,0,0
4076,0,70,1,2,3,1,99.35,0,4,1,0,1,0
4077,1,14,1,2,1,1,95.8,0,2,1,0,0,1
4078,0,22,0,1,2,1,67.5,1,4,1,1,0,0
4079,0,10,1,2,1,1,78.15,0,1,1,0,1,0
4080,0,29,1,0,3,0,26.1,0,0,1,0,0,0
4081,0,1,0,2,1,1,69.6,1,0,0,0,0,1
4083,1,68,1,2,1,1,100.2,1,3,1,0,0,1
4084,0,1,0,2,1,0,78.05,1,1,0,0,0,1
4085,0,30,0,1,2,1,40.35,0,2,0,0,1,0
4086,0,72,1,1,3,0,79.2,0,5,1,0,1,0
4087,0,10,0,0,1,1,20.9,0,0,0,0,0,0
4088,0,7,1,2,1,0,73.6,1,0,0,0,0,1
4089,0,9,1,2,1,1,74.75,1,0,0,0,0,1
